"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
20.0699503641103,20.4097533591392,21.7649261206049,17.8015760200195,17.8773879631974,19.0951415864653,21.5871606559395,21.549850028615,22.6626516486034,20.0655992241733,20.4013922734119,21.7504297221871,21.1403415386288,21.5071000344784,23.3924954466603,22.0211724728245,20.2151355595326,22.9747006703257
19.2524532219077,19.945317719722,21.6618256463807,15.4192118774626,15.9657524757413,16.0553192107449,24.1377669963144,24.0477597140332,26.8317148499974,19.2381383473395,19.9218061903744,21.6289648960229,23.0329316394548,23.3168086471602,32.6817145774514,24.6101575357795,20.6558758552538,26.3167879618274
17.0017648478145,17.921590848759,20.3286818619826,12.3339516541509,12.6609643018605,13.0505259669057,26.2779158211745,26.1235212086841,31.2799801666219,16.9769021695739,17.8830552565885,20.2750219570217,24.4007853269933,25.0881593977213,47.1888940825292,26.3055626534104,20.1857908633278,29.0140267196869
14.9685259518953,15.7068261354291,18.2707589773324,11.4220179567405,10.9966932719234,10.8234976616234,27.7274934455277,27.5241154109349,35.3336922930416,14.9393354595772,15.6637376543684,18.2054284975796,25.3083601755946,26.0575345601711,65.955659901852,26.8101655240294,19.498031700152,30.6868311241026
14.5476572180657,14.4908242491289,16.0643438494148,14.9553773049403,13.3649678164519,11.9695070341961,26.9674366756792,26.7702014479022,36.4881507645112,14.5169754711987,14.4536065075764,15.9994128019842,24.7352915778296,25.7032842492909,83.578758492742,24.9383244916626,18.5408449665115,29.5064573179762
15.902317139673,16.2101311508072,16.0968410860736,14.5420308576171,15.3062409372466,13.8862481126316,29.7554733121413,29.5391023694981,38.9167753218539,15.8653466576597,16.1622476263921,16.0269665765005,27.2116441026136,27.8653096171023,103.660645890259,26.5235797364204,19.983043164252,29.778105904258
17.9432398404272,18.6433754121617,19.627685741349,14.6007862674219,15.4157949162414,16.7483136896817,35.1293884589034,34.8660738722667,44.9695329940619,17.896850572507,18.5803029021805,19.540066245358,31.9858774795738,32.9911793592158,127.317420316494,30.6988072528076,22.6314876588617,33.6917058065174
19.2193548692103,20.0213690741816,22.0508918772312,15.3047141286221,15.5128318888123,16.6198918575815,40.2213634530225,39.903486757491,51.9166120394609,19.1620159748807,19.9440551119579,21.9420405433194,36.4310007072751,37.46271016052,153.022754955073,34.6921630324927,24.5017183735532,38.0137256000664
18.9943531027907,19.9213469973108,22.286387097212,14.4677637066802,14.7006833710222,15.0682874208029,44.3909422142773,44.010327419748,58.2643545949093,18.9273096580883,19.8307279952191,22.1575160154772,39.8468010599248,41.1660712079815,180.442449999102,37.7863837153843,25.2139876087085,40.9522448023845
17.7043863418669,18.2910283568431,20.7450370298671,14.8673061522341,14.1662943626814,14.0539744720132,45.8362526438428,45.4169011863396,62.2186481768975,17.6309823717164,18.1958014573404,20.6026951925495,40.8949780829937,42.3759652435072,206.557531937699,38.1225584969515,24.3875610914216,40.9692999620646
16.5297122216642,16.9246885852031,18.4415582609028,14.6753805613159,14.2863742123885,13.2616540228755,46.4703766481708,46.0260478445755,64.3663825708961,16.4572312941184,16.8313511116288,18.2974531413682,41.2525706787157,42.7924991147213,230.853792780643,37.4712000468815,23.5436066184597,39.0258661242155
16.4973388328241,15.9574268170724,16.5447550471389,19.159079706284,17.2982378889746,15.9803222597358,43.7683944557214,43.3624785521941,62.6695204159097,16.4360590765791,15.8854231571174,16.4175080318832,39.1447536989702,40.8146933729198,246.725111881839,33.4871770430751,21.8291028407155,33.8489295242174
17.8189107293527,16.6285444614914,14.7755724929618,23.5784537484455,22.2917508298504,19.658884350117,39.3092541036954,38.9851471928061,56.7232786509921,17.7629357340478,16.5709526447426,14.6694317003198,35.7213790173685,37.0469079586394,250.334384151783,27.9762448397487,19.9745606049099,25.5287278268579
19.8835024001168,20.2821626210576,17.7547537893308,17.9514311424813,21.1396749166707,21.2405224560148,43.2323424236257,42.8816745078244,57.3258429282776,19.8161216596361,20.1975744663105,17.6379054643116,39.0653588160953,40.0604399441158,254.45391744047,30.6832788199793,22.2306557003776,24.309352299556
21.7688283856677,23.2037135767884,24.8507833006844,14.8297750860357,16.8982432656552,21.4355575256442,51.9380876898874,51.4906388531767,67.0196757622816,21.6823947777933,23.0868568002857,24.6948809435459,46.522604731244,47.9910331032208,264.013509000894,37.8394472519127,26.2355624128312,31.9186279195492
22.7876624019415,24.3861163726579,28.4809388136072,15.0800043683567,15.3953902983193,17.8323143091426,60.5355485715984,59.9808576125345,79.4159179644687,22.6820824227584,24.2445219885517,28.285447032841,53.8554735588633,55.5483543767021,277.97074740045,44.6192932576591,29.5598350212893,41.1185662461332
22.6928332647548,24.1463726446645,28.5105275057666,15.7205591859316,15.4234239137803,15.6014853053214,67.3086325874142,66.657283069605,90.3957305136034,22.5800625210388,23.9952174979966,28.2919565303267,59.5144644638622,61.6262895047043,294.398489680126,49.3627785546252,31.5721136957515,47.7006761798798
21.5520937400146,21.2775821376221,24.4420126680536,22.9161993531119,19.4598478957955,17.5059881970422,64.7225036294353,64.0919295415879,91.6977024140205,21.4368748395804,21.1405043221107,24.2222488083933,57.4408477422557,59.8589312575078,299.67923526309,45.0333029685789,28.9670466754457,44.4955738037564
19.58163004542,20.3163192527105,20.0085861051961,16.0816700528478,18.1119400661753,15.2181315535222,66.1653376273213,65.4869283756966,92.2255173058522,19.4625516878565,20.1641671685603,19.7855882573371,58.105400472831,59.9591239883173,304.23249589966,44.577588339027,28.0014225069481,40.4407629016057
17.154802275016,17.1288048810583,18.7901438505043,17.2832115201963,15.7671971239158,17.3604718905529,63.5103966648597,62.8353515303479,91.4932046592913,17.0469048145041,16.9948131401602,18.5737600291513,55.6531717856331,58.3547849095519,300.955760478998,40.0455954091363,24.5484581700195,35.7233113877758
14.9010646090803,13.2305231159722,12.3864699037901,22.9165815148128,19.6223955540613,16.4447076485496,53.135658945923,52.5750686821774,81.1220128465835,14.8111743348116,13.1339950672854,12.2072303141174,46.8547798646924,48.9390249785225,278.842937939296,28.3413270263159,17.4202067514587,22.3273963561344
13.6211152261031,12.4604501956666,8.10604820453106,19.1867408102707,20.1993669572365,17.0103844240831,46.1963539898501,45.7155362977354,69.6796090399759,13.545807267514,12.3771008613376,7.96130102188478,40.7285955596926,42.5004916920987,245.555266712141,20.4757731234983,12.6840197707061,8.9957691652797
13.8900351668857,12.7111853567029,9.49642427179969,19.5678528316044,19.5239433648084,20.6115024068679,40.7222463741072,40.3225733327258,61.0857719723486,13.8243543947942,12.6410505849351,9.37159607245563,36.2373283360049,37.8807546446517,201.541817462266,14.5317524038128,9.94557522313714,0.048572006668353
15.5781573474362,15.1799156997514,12.2731387834141,17.5243044793971,19.0863202125731,19.7406284426193,40.4259389887033,40.0545940463707,57.5378399105885,15.5166501443478,15.1081885258782,12.1576097311956,36.1437677119062,37.3689657757035,153.765354695735,13.9896022241959,11.0257390478073,-2.88082950501173
17.7292517979274,17.4308785032707,16.347790652035,19.197027895056,19.4023672454468,21.2363477731525,41.0806956265269,40.7307745253802,57.0531869826824,17.6704893542484,17.361983732459,16.2348196611682,37.0593004863353,38.4995050937411,102.004942262113,14.5809098669509,13.2302577172714,-1.97606949349597
19.0413588536848,18.9000716658109,18.1344134781836,19.7340949818076,20.0544302243924,20.456772121123,41.6519364794039,41.3124515526151,56.7611293649079,18.9762748810243,18.8238964334924,18.0162669516381,37.725946637648,38.8723462690748,47.2131622783045,15.1876211197452,15.0680508304487,-0.571440254404063
18.709069536714,19.9032142332029,20.1665874954419,12.9553736134192,15.6295818145831,17.2552867384133,46.9926130707528,46.5728755708029,61.5981685099617,18.6315197023699,19.7994109470414,20.0247235857655,41.9160557302257,43.1504660708826,-0.00445090096853029,20.1859273490865,17.9016204581224,5.40597478680696
17.0187997380051,17.8753762463757,21.0468355234558,12.8831992962881,12.2018018386605,14.8767361792889,49.3374612611418,48.8605350795363,67.1240636187372,16.9302221566965,17.7616988518506,20.8798219182895,43.6835592255754,45.4263437914172,-42.9234990466208,21.9108346088767,17.9265266811898,11.2578018240037
15.1963828777223,16.1376912714151,18.5693238662567,10.6678660945561,10.8304981994055,10.141492815607,51.9492539571115,51.4097863525534,71.9757085792647,15.1042020124668,16.0175643190906,18.3913075586771,45.5274666342457,47.143939870572,-78.3317276911816,23.5964273177338,17.5444653199915,15.242983330037
14.5559082083381,14.180809579913,16.1492602144271,16.3808775139583,13.7423448865115,12.6866054100376,49.4137584805176,48.9012739190629,71.9788112533938,14.4691643236847,14.0793990424641,15.9791905739786,43.5244383954004,45.676782922658,-114.641528863366,20.270652868355,15.3263641374251,14.1459669283289
15.5621876595763,15.0313372696427,13.8955850333564,18.1449658893404,17.8359958407345,14.7538688072916,47.7797710082293,47.3047777274833,69.2811443920183,15.4768739612598,14.9341201531079,13.7377762619069,42.3125315101774,43.8076189732576,-149.991906019436,18.0360584046732,14.817465590729,10.6358019608062
17.5205498237667,17.8433398826891,16.767052727389,15.9864233186043,17.7008456110512,18.1661821475883,51.2040226848617,50.7084334548534,71.1586439307966,17.4300870771901,17.7320244429387,16.6023441973517,45.3619120880959,47.0909157119243,-177.435837555083,20.770809501156,17.5189281044912,12.1464355381493
19.1338642695594,19.7407665833065,20.7742644056316,16.2137992900214,16.7853643468736,18.9826842946148,55.6425284949975,55.1069116814197,76.380512463373,19.0330761596722,19.6145393208404,20.5902629493559,49.3108460413729,51.0304497879613,-196.665837770151,24.3578230311303,20.5040868382355,17.0927890219567
19.4850545425919,20.6994042215673,22.6927156290072,13.6322574691104,14.8463629158481,16.0616963520496,61.7270022705973,61.1102514439206,83.9956873170585,19.3716841354773,20.551598308151,22.4843015893189,54.3487470017635,56.2632884733402,-203.844469543478,29.2665455037961,23.3212875335684,23.7184846661465
18.6696092064186,19.6454603942972,22.9140756550192,13.9708694262739,13.4888235150709,14.6145293409951,65.4834229450468,64.8020323866054,90.9544061532852,18.5462740037566,19.4873447761694,22.6843842735605,57.4015030508827,59.6777198839942,-201.488836005516,31.6530993710162,24.0360078667705,28.7950812057217
17.5969749407064,18.3395619728415,20.9342546407829,14.0376072869226,13.5681149480888,12.7996912595514,67.8476859252073,67.1178399146721,95.8635827168218,17.4636877134229,18.1719740939927,20.6891692105727,59.2212972944606,61.5601447196481,-190.292407266269,32.5687867497106,23.7086874002888,30.9421301027899
17.1638067696034,18.0973947981295,20.2341710395494,12.6976903668433,13.0822126693482,12.7266350366394,71.7613341237755,70.9703326589634,101.646204367063,17.0205332503504,17.9160623459035,19.9718025771497,62.3790571724477,64.8999630465901,-167.856195433917,34.8914785255049,24.2868746934567,33.2935353445826
17.5100532610316,18.249060334997,20.7262886545508,13.9765058742833,13.5919243034165,13.8468762596252,75.5208621372741,74.6819322436518,107.800061370236,17.3650349560363,18.0661899636375,20.4544077839562,65.6117469088983,68.3555697862762,-136.369831552187,36.9334856090996,25.0348191473343,35.6444551156285
17.9790994563795,17.56464267383,19.0515634491462,19.9791118923696,17.67337323998,16.1983776660662,73.8670468735117,73.0581909597149,108.103330478521,17.842866092496,17.4022424971974,18.7927635913781,64.4871686444327,67.3826589739706,-105.904321568109,33.7446336609587,23.2587223304582,32.3658183736125
17.7937945909331,16.8133172795467,15.4020136084307,22.5036967490755,21.3698661315947,18.3007077992973,68.8420554334928,68.1013903535763,101.947947876215,17.6633008196622,16.6641415378735,15.1632070162047,60.3198050761624,62.8868382986165,-80.6549942194277,27.5094405689607,19.7659234337711,23.3809161712444
16.8458606265927,16.9710162696518,14.8032180456659,16.2376948587345,18.447528699111,18.2158286596306,68.3656922657505,67.618252718202,98.7271666405091,16.7111226411033,16.8069383719017,14.562275050936,59.5775209364839,61.9173740814739,-51.8555885922286,25.8044345954438,18.2621739037467,17.9734026774297
15.896056851583,16.5925746617475,17.2225180197089,12.5522700420846,13.6931536432867,16.6707430539672,70.6283083956589,69.8356094905186,101.213792078811,15.757034144485,16.417231040862,16.9664563572838,61.2537888221336,63.860718155418,-16.5420840917763,26.7119818684697,18.1743962634512,18.555644822511
15.982475833384,16.085008477212,17.7209555305748,15.5093595251371,14.3210519460208,15.0281402925658,71.0702368649872,70.2727379329732,103.46292202943,15.8443339000402,15.9159482320329,17.4624651819647,61.7435802139694,64.4623811345169,20.0711946331013,25.945379286436,17.9948895109596,18.9905059103011
17.5138942401752,17.3008044538679,17.417183926308,18.561064242169,17.9337623704118,16.3199583899689,71.4453383126271,70.6643820653773,104.035399574839,17.3792038931375,17.1388648645031,17.1670795695459,62.3418257257061,64.9635247481587,56.016286489698,25.3655503408599,18.8711180146714,17.9620090144335
19.8108382514757,19.4592096147607,18.7927608865976,21.5138453197818,21.2412738023948,20.4296295721122,71.9293869470151,71.1741370370417,103.87292587425,19.6820723943554,19.3054576943909,18.5534897665443,63.144230013521,65.7409712142013,89.2987239495628,25.1053370490212,20.3830221429695,16.7054767850346
21.5050830669718,20.8839910832595,19.7843519881422,24.4910276973096,23.952970396866,23.4183229272949,70.5259489114879,69.8144279169258,101.483614727265,21.3862082373028,20.7440400482654,19.5612382838058,62.29519294187,64.7834584614034,116.042462685472,23.12348390186,20.6669736931606,13.8238081326243
